---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                                                                                                                   ListStacks                                                                                                                                                                    |
+----------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------+
|           creationTime           |                                                                                              stackId                                                                                              |                                                stackName                                                 |
|  2024-04-23T15:33:01.768000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-admin-pr-1908/c5010ac0-0186-11ef-ba33-020b489509db                                                                                        |  of-admin-pr-1908                                                                                        |
|  2024-04-23T15:29:20.514000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-api-pr-1908/412bf520-0186-11ef-9c0e-0638df1529f1                                                                                          |  of-api-pr-1908                                                                                          |
|  2024-04-23T15:25:35.382000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-fundraising-page-type-service-pr-1908/bb0acca0-0185-11ef-897a-06559e04bb53                                                                |  of-fundraising-page-type-service-pr-1908                                                                |
|  2024-04-23T15:25:35.381000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-brand-service-pr-1908/bb099420-0185-11ef-8151-0a73ac4d9ae9                                                                                |  of-brand-service-pr-1908                                                                                |
|  2024-04-23T15:25:35.374000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-image-service-pr-1908/bb046400-0185-11ef-b976-023089dbc33b                                                                                |  of-image-service-pr-1908                                                                                |
|  2024-04-23T15:25:35.372000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-restriction-service-pr-1908/bb004550-0185-11ef-823e-028955e024ed                                                                          |  of-restriction-service-pr-1908                                                                          |
|  2024-04-23T15:21:31.373000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-restriction-service-pr-1891/29931d40-0185-11ef-a095-021c00cae24f                                                                          |  of-restriction-service-pr-1891                                                                          |
|  2024-04-23T15:21:31.357000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-image-service-pr-1891/29908530-0185-11ef-a268-0a82feeabbf9                                                                                |  of-image-service-pr-1891                                                                                |
|  2024-04-23T15:21:31.311000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-fundraising-page-type-service-pr-1891/298bca40-0185-11ef-8a99-02cce50d3c65                                                                |  of-fundraising-page-type-service-pr-1891                                                                |
|  2024-04-23T15:21:31.298000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-brand-service-pr-1891/298bf150-0185-11ef-aa42-02618e2f346f                                                                                |  of-brand-service-pr-1891                                                                                |
|  2024-04-23T15:18:29.738000+00:00|  arn:aws:cloudformation:eu-west-2:651948078005:stack/of-common-pr-1891/bd565fc0-0184-11ef-be57-0afe20c5e449                                                                                       |  of-common-pr-1891                                                                                       |
